note_id,type,title,desc,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,last_modify_ts,note_url
65302baa0000000020002324,normal,来LA三天怎么吃？私藏美食攻略㊙️,"粒粒橙私藏的餐厅送上！保证让你吃到流连忘返～
	
Day[一R]
[氛围感R]早餐：金海餐厅
第一顿当然是经典天津早餐～炸的酥脆的大油条，煎饼果子，豆腐脑，包子…只要吃过一次就让人念念不忘！
[氛围感R]午餐：Alice’s Kitchen 原汁原味
经典港式茶餐厅，漏奶华一刀下去慢慢的炼乳，简直人间享受！还有意面，金黄酥脆的菠萝油，再配上阿华田真的绝了～
[氛围感R]晚餐：Sun Nong Dan 神龙养生汤
超多明星爱豆半夜来打卡的网红韩餐～芝士土豆牛排骨拌饭简直绝了！一份超级大量，中份感觉足够三四个人吃～
💰今日花费：⭐️⭐️⭐️⭐️
	
Day[二R]
[氛围感R]早餐：康康小美
平价中式快餐，拯救每一个囊中羞涩的学生党～生煎包一绝，各种面食满足北方胃！
[氛围感R]午餐：Tao’s Kitchen 小涛家麻辣鸡
无骨鸡爪yyds！中午用小吃垫一垫，各种口味的鸡爪都超级爽滑，而且直接手抓鸡爪吃简直太爽啦～
[氛围感R]晚餐：大院炒鸡
青岛朋友认证！超超超正宗炒鸡，鸡肉鲜嫩香滑又入味，汤汁不管是蘸饼还是拌饭都绝了，猛猛炫三大碗～
💰今日花费：⭐️⭐️⭐️
	
Day[三R]
[氛围感R]早餐：Yummy Cuisine 讲饮讲食
很正宗的肠粉！大家一致认可是LA肠粉的天花板了，肠粉皮吹弹可破，牛杂也是可圈可点～
[氛围感R]午餐：Sup Noodle Bar
清爽越南菜，越南粉和店里的新式越南菜都大推荐！偶尔也吃点清淡的调整一下胃口～
[氛围感R]晚餐：那家小馆
米其林一星北京菜～正宗京味儿炒菜，酥皮大明虾，干烧黑鳕鱼，炸酱面，京八件…口水都要止不住啦！
💰今日花费：⭐️⭐️⭐️⭐️✨
	
                   ",1697655722000,1697656027000,652d7cca000000002a01b01b,关于粒粒橙的一切,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30rnbu2vh2g005p9dfj5ajc0rfu24mto,37,54,0,12,,"https://sns-img-bd.xhscdn.com/6819be3f-fb6c-a5ee-a43a-768a8cc479d7,https://sns-img-bd.xhscdn.com/1bfc1679-026f-6b40-e0f4-add319f22958,https://sns-img-bd.xhscdn.com/3e6d9118-dd5b-61f5-9a56-6d511a58016f,https://sns-img-bd.xhscdn.com/c60983cc-6d0c-8e83-4e6c-64791f9f1860",1702880525703,https://www.xiaohongshu.com/explore/65302baa0000000020002324
647d5264000000002702a367,normal,LA超全美食大合集吐血整理❗️亲测怒推❗️,"总结了LA个人认为各种菜系的top，亲测每一家都可以冲！当然这些里面还有超级推荐滴，不知道去哪儿吃饭的时候就去这几家！
	
🎈crab house
推荐指数：🌟🌟🌟
吃酱蟹必去的一家店！是一位韩国阿姨开的，人非常热情！推荐酱蟹和海胆饭！海胆饭里面配料很足，拌着吃很赞，美中不足的就是啥时候去都要排队[失望R]
	
🎈汤火功夫
推荐指数：🌟🌟🌟🌟
夜宵首选，每次晚上不想吃sundongdan也不想吃bcd的时候就会去，为数不多的关门时间晚又很好吃的店，除了麻辣香锅还有麻辣烫和烧烤，烧烤不太推荐，料撒好多齁咸[捂脸R]麻辣汤和麻辣香锅都特好吃，还不用排队！
	
🎈Odumark 小木屋
推荐指数：🌟🌟🌟
推荐神奇土豆丝、锅包肉和牛小肠，比较开胃的菜系，但是锅包肉吃多了会有点腻，和名字一样，是木屋的装修所以拍照真的很出片[赞R]
	
🎈喜湘御
推荐指数 ：🌟🌟🌟🌟🌟
最推荐的一家湘菜馆，吃了很多次都没腻，牛蛙是必点菜品了，很香很下饭，是吃过的华人菜馆里面最不油也最常驻的了，强推[赞R][赞R]不太推荐土豆牛腩，感觉这道菜有点踩雷，其他都可以闭眼冲！最近还出了长沙臭豆腐，亲测好吃！
	
🎈喝丢一只鞋
推荐指数：🌟🌟🌟🌟
本命烧烤店，聚餐很合适，一群人围着吃烧烤直接梦回国内，味道也超级赞的，个人认为是la最好吃的烧烤没有之一（如果有当我没说[笑哭R]）推荐羊肉串和酸菜粉丝锅，分量也都比较大，不过停车位不太好进，一不小心就会磕到（别问为什么知道，亲身经历😭）srds还是很爱这家[萌萌哒R]
	
🎈Yasiknara
推荐指数：🌟🌟🌟🌟🌟
这家店是爱辣人士的夜宵圣地了，每天都开到两点半，也可以选择辣度，店里四周都有大屏电视播放韩团MV，氛围直接拉满，聚餐约会感觉都很适配！推荐鱼饼汤、辣鸡脚以及各种炸物[赞R]总体来说，味道和氛围都是满分！就是停车场不太好找，是一个很窄的下坡入口
	
🎈Louders
推荐指数：🌟🌟🌟🌟
也是一家神仙好吃又氛围的韩料了，偏贵，很正宗基本上每个菜都不错，强力推荐章鱼拌饭、明太子意面和street corn，还差一颗星是因为排队！就没有不排队的时候，而且也没有等位的地方，但除开这个，这家店很好吃！
	
la还有啥好吃的店也欢迎大家评论补充～
      ",1685934692000,1685934693000,62b003f5000000001b02524a,LA百事屋🏠,https://sns-avatar-qc.xhscdn.com/avatar/62b009ca4a708a279d293038.jpg,1805,2630,130,829,,"https://sns-img-hw.xhscdn.net/d00c7a3f-8b6e-5a53-eb2e-906d79a8b268,https://sns-img-hw.xhscdn.net/b64f7b2f-aca3-e348-959b-c9004d6bf5dd,https://sns-img-hw.xhscdn.net/2da29298-cd19-21e2-9c3c-a8853ff052ce",1702880525737,https://www.xiaohongshu.com/explore/647d5264000000002702a367
641909ec000000000800e7ef,normal,去洛杉矶吃鳗鱼,"三藩乡下人来到LA，在琳琅满目的馆子中选中了这两家风格迥异的鳗鱼料理，一解sf没有像样鳗鱼饭的困扰
	
📍Toku Unagi & Sushi
正宗日式鳗鱼饭，吃的是蒲烧鳗鱼，海鳗
📍Get Bbul
韩式海鲜烧烤，吃的是河鳗和盲鳗
	
♥️♥️♥️Toku
口味真的不错，鳗鱼新鲜，口感软糯胶质十足，是高品质的鳗鱼饭
🖤鳗鱼饭三吃， 分为竹/松/特上三个等级，特上就是两层鳗鱼但鱼的等级和松一样，所以选了松。但比起茶泡饭和山椒芥末的吃法，还是喜欢本味的蒲烧鳗鱼
🖤盐烧鳗鱼 不加酱的白烧，可以吃出鳗鱼的新鲜，偶尔换个口味也不错
🖤umaki 鳗鱼蛋卷，鳗鱼特小但蛋卷肥美蓬松很解馋
🖤ankimo 是我史上见过最小的一份安康鱼肝！
整体价格偏贵，份量小，以为吃不掉结果两人消费$200并没有吃饱。但品质是不错的！
	
♥️♥️♥️Get Bbul
Ktown超级有烟火气息的韩式烧烤，主打海鲜，人多的话可以点海鲜拼盘，有螃蟹鲍鱼海虾生蚝，看起来超级丰盛
🖤就点了一份eel+hagfish套餐，$99，附带芝士玉米、蒸蛋等小菜，还有烧烤三件套，俩人完全能饱！
🖤淡水河鳗比海鳗胶质少一点，鲜味略淡，但炙烤风味十足，按店家推荐一层紫苏叶一层醋萝卜再加河鳗蘸酱油和洋葱韭菜，口感层次丰富完全吃不出腥味
🖤hagfish又称盲鳗，似乎只有南韩人民食用（千万别去搜图）。中间鱼骨如脆骨，烤完是鸡软骨般的爽脆口感，虽然是新鲜的但有鱼干的咸腥气，超级适合下酒，不喜欢腥味的慎点！
	
又想逛la城里但是好吃的中餐又好远，求问LA人民应该怎么住哪怎么玩！
      ",1679362540000,1679380062000,5bf38fffcae514000199836e,Cala在吃饭的路上,https://sns-avatar-qc.xhscdn.com/avatar/62972196e54dd71ba9ddc544.jpg,650,1059,15,355,,"https://sns-img-hw.xhscdn.net/1000g00827gip090fu0004bs9h87vv0rekad8nco,https://sns-img-hw.xhscdn.net/1000g00827gip090fu00g4bs9h87vv0re91kq1n0,https://sns-img-hw.xhscdn.net/1000g00827gip090fu0104bs9h87vv0re89dlks8,https://sns-img-hw.xhscdn.net/1000g00827gip090fu01g4bs9h87vv0regp0ubp8,https://sns-img-hw.xhscdn.net/1000g00827gip090fu02g4bs9h87vv0re8uk9q2g,https://sns-img-hw.xhscdn.net/1000g00827gip090fu0204bs9h87vv0re21lfncg,https://sns-img-hw.xhscdn.net/1000g00827gip090fu0304bs9h87vv0rebfr4fo0,https://sns-img-hw.xhscdn.net/1000g00827gip090fu03g4bs9h87vv0reph304c0,https://sns-img-hw.xhscdn.net/1000g00827gip090fu0404bs9h87vv0renflpf30,https://sns-img-hw.xhscdn.net/1000g00827gip090fu04g4bs9h87vv0re12qoii8",1702880525756,https://www.xiaohongshu.com/explore/641909ec000000000800e7ef
63a3a09700000000180127f1,normal,LA洛杉矶五天打卡餐厅合集，无踩雷,"圣诞节前到LA逛吃了五天六晚，从美食荒漠西雅图来到美食圣地洛杉矶，每天都要感慨N遍好吃的太多了！！！下面的餐厅全部在San Gabriel，亲自打卡，无一踩雷！！！
	
🌟🌟🌟🌟🌟辣椒王(图2)
必去！心中Top1中餐！人巨多！辣椒王田鸡必点！味道层次丰富，辣的真爽。小炒黄牛肉和擂辣椒茄子皮蛋也不错。有机会我还会再来的！
	
🌟🌟🌟🌟🌟Sun Nong Dan(图3)
必去！心中Top1韩餐！有好几家分店，必点炖牛肉排骨加牛尾，一定要加芝士！！肉炖得很入味，芝士和牛肉一起咬下去的感觉不要太满足，土豆和年糕也贼拉好吃。
	
🌟🌟🌟🌟✨隆兴记(图4)
大爱鲜肉小笼！甜口的！比鼎泰丰好吃太多了。蟹粉小笼有城隍庙那味了，无锡小排也是甜口的，南方人会很喜欢。
	
🌟🌟🌟🌟金海餐厅(图5)
天津人跟我强推的天津早餐店，天津包子特别好吃，吃到了正宗的煎饼果子，糖果子也不错，就是南方人有点吃不惯锅巴菜。
	
🌟🌟🌟🌟滋味小面(图6)
成都杂酱面味道是真不错，肉臊给的足，辣味也香，有成都那味了，是我在🇺🇸吃到的最好吃的杂酱面了，下次我要试试它家重庆小面。
	
🌟🌟🌟✨原汁原味Alice’s Kitchen (图7)
港式茶餐厅，菜比服务要好，肉碎煎蛋饭不错就是有点咸了，菠萝油是菠萝包夹黄油，甜咸交加还不错，漏奶华也挺好吃的就是太甜了。
	
🌟🌟🌟✨活粥王(图8)
海鲜粥很鲜，里面可以加各种海鲜，味道是可以的，少了点上面几家餐厅给我的惊艳感。泡椒凤爪和锅贴味道都可以。
	
甜品合集
🌟🌟🌟🌟🌟MeloMelo
必去！椰子冻不甜口感爽滑，加上芋泥或者红豆，一口下去要飞升了。口味有很多选择(赶快开店到西雅图来好嘛)
	
🌟🌟🌟🌟🌟吃茶三千
强推国王珍珠奶茶，茶味比较重，我很喜欢。慢熟芋见国王、松针绿茶加厚奶、水仙桂花加厚奶我都喝了一遍，都非常不错！！！
	
🌟🌟🌟🌟凤城甜品
他家的椰丝芒果卷和榴莲卷很好吃，芒果就是有一点点酸，整体味道不错的，其他的糯米滋一般。
	
🌟🌟🌟🌟Millet Crepe
点这个Crème brulee crepe，里面选自己喜欢酱和口味，最上面是脆脆的焦糖，里面是可丽饼裹着自己选的酱，挺好吃的。就这家吃的不在San Gabriel，其它列出来的全部在东边中国城。
	
   ",1671667863000,1672969399000,596b6eae82ec39462c60782b,珍珠翡翠白玉汤,https://sns-avatar-qc.xhscdn.com/avatar/62c5597261b5d8d0ba8f75dd.jpg,1323,2316,61,937,,"https://sns-img-hw.xhscdn.net/1000g0081p5ua60eei00049m79anasu1b6sb87b8,https://sns-img-hw.xhscdn.net/1000g0081p5ua60eei00g49m79anasu1b03i9n4g,https://sns-img-hw.xhscdn.net/1000g0081p5ua60eei01049m79anasu1bkktg8f0,https://sns-img-hw.xhscdn.net/1000g0081p5ua60eei01g49m79anasu1bl7mfhpg,https://sns-img-hw.xhscdn.net/1000g0081p5ua60eei02049m79anasu1bb9mni2o,https://sns-img-hw.xhscdn.net/1000g0081p5ua60eei02g49m79anasu1boqfv1e8,https://sns-img-hw.xhscdn.net/1000g0081p5ua60eei03049m79anasu1b1bf41dg,https://sns-img-hw.xhscdn.net/1000g0081p5ua60eei03g49m79anasu1bb86torg,https://sns-img-hw.xhscdn.net/1000g0081p5ua60eei04049m79anasu1b3igq5p0",1702880525782,https://www.xiaohongshu.com/explore/63a3a09700000000180127f1
64eabf1d000000001700e4e4,normal,LA | 潮汕牛肉火鍋🥰,"🍓必須要大贊一下這湯底😋超級夠味兒
🍓牛肉片很嫩
🍓這個套餐會跟3盤肉➕一盤蔬菜🥬➕他們自配很好吃的醬料，其他的菜再另外再點
	
唇辣號
 
5701 Rosemead Blvd, Temple City, CA 91780",1693105949000,1693105950000,5de1a4fd000000000100730b,"🍥 ""可樂樂』 🍭 Colala",https://sns-avatar-qc.xhscdn.com/avatar/5de1a4fd000000000100730b.jpg,91,85,14,84,,"https://sns-img-hw.xhscdn.net/bfc77401-befa-7cd3-831e-c3089ddd919e,https://sns-img-hw.xhscdn.net/53058fdc-1f38-c603-65aa-3a43b230ba5f,https://sns-img-hw.xhscdn.net/b3483793-0631-c0ea-6dc1-2430ab366e44,https://sns-img-hw.xhscdn.net/4efafa0d-f0d7-aaf3-5880-56538a31485c,https://sns-img-hw.xhscdn.net/d5230fa9-88b7-995e-14b6-c4d5106e7a64,https://sns-img-hw.xhscdn.net/2bf7b16d-3bbe-c9e6-5a94-2ce623db5d84,https://sns-img-hw.xhscdn.net/e0ea78f1-3a8a-c066-aa5b-565dd6a85c60",1702880525807,https://www.xiaohongshu.com/explore/64eabf1d000000001700e4e4
653043120000000023039f98,normal,LA 山西百年面道 好吃到emo了,"我们点了莜面栲姥姥，牛肉炒刀削面，羊杂汤。
	
***有些菜品可能需要预订哦，想确保能吃上建议大家提前一天预订***
	
莜面- 4.5/5
好家伙，我得有五六年没吃到莜面了。小时候有时间姥爷就会给做莜面吃，做炸糕吃，家里一直说我把姥爷的口味全盘继承了。
他家的莜面，可能我这个蒸过了，第一口吃有点软，后来稍微找回了一点筋道。解馋是够用的了。
	
羊杂汤- 5/5
里面的羊肉巨好吃。不膻，满满的羊肉味。
	
牛肉炒刀削面- 5/5
牛肉块也巨好吃。真不是吹，真的好吃。刀削面也很好吃，三角状的面条，亲眼看着机器对着锅 kua kua一顿削。
	
吃到一半我俩吃emo了，一方面是因为西雅图没有这么好吃正宗的面馆。不然这个店真的能让我找到家的感觉。一方面也是因为太好吃了，而我俩饭量变小了吃不了还没法打包…
	
吃完了男票拿起手机一顿输出，我一看，原来是在写google review。这还是第一次一家餐馆好吃到，让他难过的必须写个好评来缓解 [笑哭R]
	
我一般避免把一个餐馆夸的太好导致期望过高。所以这家也是一样。对我来说像是到家的感觉，对别人可能觉得，就这？毕竟我也觉得我姥爷的莜面做的更好吃一点[暗中观察R] 所以大家理智探店哦么么哒
noodle palace
8518 Valley Blvd,
Rosemead, CA 91770",1697661715000,1698610837000,576c8c665e87e7300951cdc7,果果🍐,https://sns-avatar-qc.xhscdn.com/avatar/63d2e0b9e314b9cf64b4dc96.jpg,574,689,123,350,,"https://sns-img-hw.xhscdn.net/546238ef-8c30-6d82-e9d3-f14080197442,https://sns-img-hw.xhscdn.net/b617a039-a8f6-64a1-afd2-09c76a687476,https://sns-img-hw.xhscdn.net/41e2c0dd-897b-e7d9-f32d-3bf1e72deedf",1702880525832,https://www.xiaohongshu.com/explore/653043120000000023039f98
65694267000000003202e475,normal,洛杉矶｜新开的蒙古草原羊肉店太好吃超正！🐑,"🐑Finally找到一家蒙古草原羊肉店！！🥣
洛杉矶华人区rowland还有什么新的惊喜快快来！
这家店前几天才刚刚开业
拉着我的好朋友们尝试了一下！
·
🐑✔️环境
草原手绘壁画让我一秒去到蒙古大草原🌿
图5我还在假装是我在画画🎨
背景音乐是那种“我和草原～有个约会～～”🌿🎵
吃饭心情不错 美滋滋的享受羊肉和大草原🐑
·
🐑✔️羊肉
🤎手把羊肉💰28.88:扎扎实实的根根羊肉实在👍🏼不愧豪爽的大西北蒙古人的店👍🏼自己去搭配小酱汁蘸料大口吃羊肉😆冬天独有的幸福😊
🤎滋补养肉💰28.88:复古版铜锅羊肉汤yyds一个北方人刻在冬日里的羊肉汤DNA🧬价格实惠👍🏼羊肉汤每一口的甘甜都在暖胃～喜欢喜欢😋
🤎酸菜炖白肉💰18.88:这个价格着实挺牛👍🏼桌上那一锅铜锅白菜肉酸汤被我们6个人夸了一晚上😂也是我的fav！酸酸的汤好适合天气变凉的日子～
🤎蒙古馅饼💰9.99三张:同款餐厅名字的馅饼确实可以👍🏼满满的肉馅儿和香气～是那种薄薄软软款的饼🉑️！
🤎羊肉炒饭💰15.99:今晚主打一个吃羊肉🐑羊肉炒入米饭里那个手抓饭的香就不言而喻了吧🥹
🤎其他的羊肉的大家可以试试我感觉应该都不错～
⚠️他们家量比较大（比想象的大）酌情点～
·
🔍：Mongolian Home Made Pie蒙古馅饼
🗺️：18900 Gale Ave, Rowland Heights, CA 91748
💰：人均$25-$40
·
🐑和@IvySong小宋同学🐰 一起探索惊喜✔️x
🐑                 ",1701397095000,1701397095000,5e8aadc000000000010050b9,IvySong小宋同学🐰,https://sns-avatar-qc.xhscdn.com/avatar/614158d60ff53525c9697ff6.jpg,475,582,81,632,美国,"https://sns-img-bd.xhscdn.com/34abd747-9205-d20c-29d0-9eae51620ce0,https://sns-img-bd.xhscdn.com/1045dbed-65b0-8953-aa04-8d7b2e7823a6,https://sns-img-bd.xhscdn.com/214db6c9-ff3e-cce4-ef56-e05c2ecdf23b,https://sns-img-bd.xhscdn.com/153495b9-b1bf-88d4-6903-b6dc50fbdcca,https://sns-img-bd.xhscdn.com/b9cab446-3b3f-107c-e187-30730b78d4d6,https://sns-img-bd.xhscdn.com/5145e449-f485-62d0-d8a6-3180cc94c4ca,https://sns-img-bd.xhscdn.com/14c139a6-677b-5d9b-2a2a-cb612671c8ad,https://sns-img-bd.xhscdn.com/38705616-e398-0899-8b3e-ac7e44de6ea7,https://sns-img-bd.xhscdn.com/32c76e97-7eac-a4dd-3541-fb29ea8a36e9",1702880525857,https://www.xiaohongshu.com/explore/65694267000000003202e475
63e957a20000000013007728,normal,LA韩国城探店#最正宗的延边烧烤🥩🔥,"
昨天晚上在LA市中心参加完活动，但是又不知道吃啥，本来想去Songhak，最后偶然看到旁边的这家延边烤肉里面食客超多，🥩肉串烤得滋滋香，就立马决定走一波！老板特别热情给我们介绍了主打菜，好评！
	
店名：飞翔宫 Fei Xiang Gong
地址：356 S Western Ave, Unit 203, Los Angeles, CA  90020
	
特色菜
1. 东北锅包肉/地三鲜/东北五彩大拉皮/朝鲜冷面
店里特色之必点东北菜，可以吃得出来肉的品质不错，一口气炫了好多；地三鲜真的惊艳到我了，茄子和土豆都很入味，但是不过咸，烫烫的，超下饭！
	
2. 无敌串类
作为一家串城，飞翔宫很绝的一点是，他们家有我超喜欢的烤菠萝（讲真，烤肉怎么能不配菠萝呢！）而且如果点烤馒头，还会搭配炼乳哦！店里配备全自动烤肉机，你只需要负责说话，肉自己负责熟👌
	
大家喜欢的烤牛肠/烤猪肠/烤菠萝/牛羊肉串/年糕/馒头/土豆 全部应有尽有！
	
3. 推荐给喜欢喝酒的朋友 #见图五
他们有特色的炸炒贝肉，真·硬菜！整整一盘都是肉！！贝贝上都是肉，外皮炸的酥酥脆脆，配上辣椒🌶️好吃到手舞足蹈！
	
在网上看到有宝子说他们家偏贵，我也问了一下老板，主要还是肉的品质好，单价稍稍会贵一些！大家可以体验一波！我是非常推荐的！
	
           ",1676236707000,1676236707000,58e347f550c4b43b6b05103c,哼哼七七,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30mrvq98g4o0049c5ol3va41s3craaso,351,489,44,350,,"https://sns-img-bd.xhscdn.com/b10eb6fc-ec14-0734-9204-e5cdc03a66c1,https://sns-img-bd.xhscdn.com/81251f0d-ddcc-0ad0-e48a-d787a73dc2f3,https://sns-img-bd.xhscdn.com/be733517-dcd6-d403-a943-310bf4c0c1c9,https://sns-img-bd.xhscdn.com/752f16ba-87c0-f3ba-9a6d-a048bac072e3,https://sns-img-bd.xhscdn.com/90eab60d-f892-4e1f-e6da-b08a12e41897,https://sns-img-bd.xhscdn.com/cc15e9dd-8f2f-eabf-ee47-985d3138cfe9",1702880525879,https://www.xiaohongshu.com/explore/63e957a20000000013007728
652dfe370000000020002539,normal,LA美食｜首家🇹🇭人均15泰式大排档YYDS,"超级爱吃🇹🇭泰国菜的我听说开了一家泰式大排档🌴🥥菜式有很多🤩而且人均还超便宜‼️一份主菜/主食十几刀即可💯我们一共是三四个人，所以一共点了一个小食、五道主菜/主食👍🏻
	
🍲【泰式传统冬阳功汤锅】
这个汤我真的强推👍🏻酸酸咸咸🤩而且里面的料超多：有豆腐、虾、蟹肉棒、鱼豆腐、金针菇、西兰花、福袋等。他们家很好的是还可以一直refill汤！！谁懂啊家人们。我疯狂炫汤疯狂refill！太好喝了🥹
	
🦐【年糕古法咖喱虾】
味道很棒‼️料汁非常有味道，虾也很大颗很好吃💯这道菜还有年糕！我超级喜欢的是这道菜的味道👍🏻
	
🍍【泰式菠萝虾炒饭】
菠萝炒饭谁不爱呢🥳里面有虾、腰果、葡萄干、豆子、菠萝！我巨爱！饭量真的好大‼️几个人吃都完全够✅不过我喜欢吃饭颗粒感强一点的 这个饭稍微有点点软！
	
🥭【芒果糯米饭】
谁能拒绝一份芒果糯米饭呢🤩omg一整个爱住 芒果很新鲜 糯米饭超级软糯💯
	
🥢【甲米青咖喱肉酥条】
这份就是酥肉条🥰感觉这个有特色的是他的酱料哈哈哈 有点咖喱味道的 很好吃！第一次吃酥肉没有沾干碟（谁懂干碟的快乐）
	
🥓【炭烧猪颈肉卷拼盘】
这道菜是猪颈肉➕荷叶饼➕胡萝卜💯可能原本的理念是想让你包着吃😅不过我个人不怎么喜欢 因为我觉得他的猪颈肉有点腻 不过一起吃的人说猪颈肉沾上酱还是不错的！
	
🥥【椰奶芒果星冰乐➕泰式奶茶】
强推这两款喝的👍🏻真的很好喝！
	
🌟现在🐼上独家哦！
	
🔍【Mini Yeah迷你椰·新派融合泰式大排档】
📍【地址】9619 Las Tunas Dr, Temple City, CA 91780
	
🌟了解洛杉矶周边美食好玩探店周末好去处记得➕关注我哦！淇淇儿🍑带你吃遍万遍LA🥰☀️
洛杉矶｜洛杉矶美食｜Plog｜探店日常｜美食分享｜洛杉矶吃喝玩乐｜洛杉矶周末｜周末好去处                      @薯队长  @生活薯 @薯管家 @薯条小助手  @日常薯 @吃不饱同学",1697513015000,1697513016000,59ba230e82ec3965fc1b5145,淇淇儿🍑,https://sns-avatar-qc.xhscdn.com/avatar/642d45f53efe33e0b0d46904.jpg,233,317,21,204,,"https://sns-img-hw.xhscdn.net/8c0166a4-9ca6-f79b-bd09-bade18c377f6,https://sns-img-hw.xhscdn.net/57f815a9-6218-3b9e-d0ea-db91eeac8999,https://sns-img-hw.xhscdn.net/9ca1f1e2-0fc3-60d6-2735-e4f9f14bd2d9,https://sns-img-hw.xhscdn.net/39d7720d-5f57-5e9e-b1e2-96b277680e0a,https://sns-img-hw.xhscdn.net/4c66cb49-4eff-5e07-c4b1-fb0a1d9c032a,https://sns-img-hw.xhscdn.net/17d794a8-8eb1-2436-84f3-c863468b3bc3,https://sns-img-hw.xhscdn.net/7fada308-407d-d870-9476-4204776d7b0f",1702880525908,https://www.xiaohongshu.com/explore/652dfe370000000020002539
63e2c90c00000000040057e9,normal,加州小旺角 香港人吃了都说好👍🏻,"Hong Kong Cafe香港茶餐厅
162 W Garvey Ave, Monterey Park, CA 91754
洛杉矶蒙特利公园，一个不需要说英文的城市，这家香港茶餐厅积累了多年的口碑。
不久前重新装修一番，一进店仿佛穿越回了几十年前的香港旺角。
店内招牌菜品：
和牛意面——medium熟度，咬下去一口爆汁，在加州鸡蛋价格飙升的情况下，店家还奢侈地放了俩蛋，真是良心商家啊；
鸡扒菠萝包——菠萝包酥酥脆脆，鸡扒香嫩多汁，工作日中午只点这一份就能收获大满足；
和牛炒饭——酱油炒饭酥松有嚼劲，内含大颗的和牛粒，并且又是一整颗鸡蛋，这家老板是做慈善的吗？
漏奶华——近几年港式茶餐厅的当红炸子鸡选手，一刀切下去，体验爆浆的快感，将多士裹满阿华田味的奶油汁，嗜甜星人狂爱
混酱肠粉——朴实无华的外表，却有花生酱、芝麻酱、XO酱的多重环绕，好香！
饮品点了港式丝袜奶茶、冻柠茶、西柚冰和利宾纳，都是茶餐厅的经典饮品，用来给餐品解腻，再合适不过了。
感慨这家店真的是太良心了！快冲！
人均30💰
	
                 ",1675813380000,1675806989000,62df0d63000000001f01559f,MenuSifu,https://sns-avatar-qc.xhscdn.com/avatar/65792f8f1ef48900012b5bfb.jpg,629,839,18,456,,"https://sns-img-bd.xhscdn.com/59ada520-1fe2-df09-be5b-9d627a4adad1,https://sns-img-bd.xhscdn.com/79638018-8e92-f29a-9818-a4bca96c7787,https://sns-img-bd.xhscdn.com/b269f8a6-e9d2-8aa8-5acf-e03f196d630a,https://sns-img-bd.xhscdn.com/d99f4e30-163a-4d00-a5e9-4a455f9500f9,https://sns-img-bd.xhscdn.com/460b9abe-1aea-9e0e-de32-168fe65d9452,https://sns-img-bd.xhscdn.com/c1eef553-0ffd-fedf-9bcb-c38d28e11dfe",1702880525937,https://www.xiaohongshu.com/explore/63e2c90c00000000040057e9
