comment_id,create_time,ip_location,note_id,content,user_id,nickname,avatar,sub_comment_count,last_modify_ts
64cca6a6000000001802d9d7,1691133606000,,64cb63b0000000000c035aa5,我觉得那家很不错。要么是你不会点菜，要么你就是个收费的拖,5bb68ff1219cd90001e55d38,洛杉矶第一杠精,https://sns-avatar-qc.xhscdn.com/avatar/64698aab41bdee136e90ded3.jpg?imageView2/2/w/120/format/jpg,0,1703958797638
655d61110000000019009d8b,1700618513000,,655c4be10000000032028193,@sheron @1% 你们快替我先尝尝哈哈哈[偷笑R],5ba5e0197f0f560001628d02,🍯榴莲拿铁,https://sns-avatar-qc.xhscdn.com/avatar/6259ccf72d37aa73335d6c2f.jpg?imageView2/2/w/120/format/jpg,2,1703958797658
64de4c4700000000180287d2,1692290119000,,64d96e35000000000103e0fe,[笑哭R]我们去排了一次队 发誓那也是最后一次[笑哭R][笑哭R][笑哭R]  不值得排队一个半到俩小时，打包还是很机智的！,5658163f82718c66b8673a9a,momo,https://sns-avatar-qc.xhscdn.com/avatar/642e6ce07dfc78daed595ffd.jpg?imageView2/2/w/120/format/jpg,0,1703958797823
64c06b94000000001900d17e,1690332052000,,64c01e74000000000a01a96b,我觉得榴莲班戟很好吃欸,5c02a1da51783a1325e42433,两下子,https://sns-avatar-qc.xhscdn.com/avatar/6472b9a95f091cd72a333a13.jpg?imageView2/2/w/120/format/jpg,1,1703958799399
64c05fa6000000001603ce34,1690328998000,,64c01e74000000000a01a96b,芒果系列[偷笑R] 我来了,60f3fcd70000000001001c1d,大聪明,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30o2ll1dd1m005o7jvjbg870tvt4p250?imageView2/2/w/120/format/jpg,0,1703958799410
64c717e5000000002c02ebf6,1690769381000,,64c01e74000000000a01a96b,我真的很喜欢这家！开到夜里11点的勤劳老板！,54812ea5d6e4a96179303727,McDaddy,https://sns-avatar-qc.xhscdn.com/avatar/6350414f8e90f56478bca6d3.jpg?imageView2/2/w/120/format/jpg,0,1703958799439
64c1b2100000000018007300,1690415633000,,64c01e74000000000a01a96b,[飞吻R]我最爱的就是她家的芒果肠粉！[萌萌哒R],58f79fcb50c4b45a2b1b363b,祥記燒臘粵菜,https://sns-avatar-qc.xhscdn.com/avatar/622964a1abee970ce851720f.jpg?imageView2/2/w/120/format/jpg,0,1703958799469
6467a997000000001500ddbe,1684515223000,,645053d30000000027028284,这家我上次还专门去,55d931edc2bdeb0e95b5e3d3,快到莞里来zwz,https://sns-avatar-qc.xhscdn.com/avatar/6487be98337be11265559162.jpg?imageView2/2/w/120/format/jpg,0,1703958799796
65092988000000002003b2b5,1695099272000,,65090e0a0000000015008acd,真好喝嘛！？！别骗我哈哈哈哈哈哈哈我是真会开一小时过去喝的[害羞R],5b72daae9dc78d0001394d64,DoRay music,https://sns-avatar-qc.xhscdn.com/avatar/63c424832f73a51d118813ca.jpg?imageView2/2/w/120/format/jpg,2,1703958801176
6509a343000000001d007acd,1695130435000,,65090e0a0000000015008acd,越来越难喝。我第一次点的白月光很好喝，后面全是雷。不知道是不是因为不同家,6100bf170000000001006826,Joyce,https://sns-avatar-qc.xhscdn.com/avatar/6100bf170000000001006826.jpg?imageView2/2/w/120/format/jpg,1,1703958801212
