comment_id,create_time,ip_location,note_id,content,user_id,nickname,avatar,sub_comment_count,last_modify_ts
64ebc576000000002d01aaea,1693173110000,,64eabf1d000000001700e4e4,sg有一家潮汕菜 叫chaoweiju 比這個好吃多了 也有火鍋,6137ccd8000000000202333a,瑞秋Rae,https://sns-avatar-qc.xhscdn.com/avatar/61ca2f772a374750ea7ba3c3.jpg?imageView2/2/w/120/format/jpg,3,1702880424074
64eb85aa000000001801efda,1693156778000,,64eabf1d000000001700e4e4,[捂脸R]本潮汕人摇摇头,63ab4ed200000000270282ca,门前大桥下,https://sns-avatar-qc.xhscdn.com/avatar/645e96f11f7f8254b0d4acfd.jpg?imageView2/2/w/120/format/jpg,2,1702880424102
64eacbc9000000002c03ccec,1693109193000,,64eabf1d000000001700e4e4,请问价格是？,58ef1ac150c4b4310b4480da,🤣🤩🤩,https://sns-avatar-qc.xhscdn.com/avatar/648928ed146627cbecb0064b.jpg?imageView2/2/w/120/format/jpg,1,1702880424129
654aa33c000000001d006fe7,1699390268000,,64eabf1d000000001700e4e4,今天去体验了， 表示摇摇头，不会再去了.,5b36fce7e8ac2b69b6a54fbd,千本樱,https://sns-avatar-qc.xhscdn.com/avatar/656e559d3b6c7c1a6819c8b7.jpg?imageView2/2/w/120/format/jpg,1,1702880424153
653318b1000000002000b99f,1697847473000,,64eabf1d000000001700e4e4,他家的吊龙伴味道好棒，好嫩好香[微笑R],5bc8807c8c2bc60001322028,爆汁柠檬,https://sns-avatar-qc.xhscdn.com/avatar/60e359c44bb06f2fcbb2e551.jpg?imageView2/2/w/120/format/jpg,0,1702880424177
650b00dc00000000210107c4,1695219932000,,64eabf1d000000001700e4e4,@HEro.,5bb98634ef3da50001ee7f3d,Kkii-,https://sns-avatar-qc.xhscdn.com/avatar/648612433169075198c11280.jpg?imageView2/2/w/120/format/jpg,0,1702880424205
64eb77d5000000002d01bfcf,1693153237000,,64eabf1d000000001700e4e4,吃不起[笑哭R],604cb24f000000000100959d,獅子座🦁的Ivy,https://sns-avatar-qc.xhscdn.com/avatar/64cc5fffad358de4dc17b425.jpg?imageView2/2/w/120/format/jpg,0,1702880424232
63c5d20c000000002402038e,1673908748000,,63c59dbb0000000018011a08,我点了个干锅鸡和水煮牛肉，肉少的可怜，水煮牛肉巨难吃，干锅鸡就那样吧，价格还不便宜，20一份水煮牛肉给那么一丢丢牛肉简直堪称诈骗。,562e0e7444760854a8eb996f,编号2865040,https://sns-avatar-qc.xhscdn.com/avatar/d784fc20c996f3d2f39d034c404f234e.jpg?imageView2/2/w/120/format/jpg,2,1702880426384
63c5da640000000019026089,1673910884000,,63c59dbb0000000018011a08,啊 弗兰菜真的好下饭[哇R],590eb7c982ec396940bfd3d8,Sumi Bakes,https://sns-avatar-qc.xhscdn.com/avatar/63b65a6237821b8769f3bf5c.jpg?imageView2/2/w/120/format/jpg,0,1702880426408
63c5d2fb000000001903d93f,1673908987000,,63c59dbb0000000018011a08,看着挺好！一搜离我快四十英里，真的头痛，吃饱了回家又饿了[笑哭R],5af659ac4eacab570daca4d0,Simonhao,https://sns-avatar-qc.xhscdn.com/avatar/5fc7b8545aefcc0001a31a92.jpg?imageView2/2/w/120/format/jpg,4,1702880426430
